,RA,Dec,LST
188,4.913330752859052,-0.4017924196104782,5.967356862955865
189,4.913331867759288,-0.401792337899452,5.967721472636794
190,4.913332982632495,-0.40179225618995357,5.968086073516144
191,4.913334097523609,-0.4017921744786897,5.968450680263184
192,4.913335212414651,-0.401792092766977,5.968815287010283
193,4.913336327287648,-0.40179201105613443,5.969179887889633
194,4.91333744219647,-0.40179192934221286,5.969544500504395
195,4.913338557078355,-0.4017918476298119,5.9699091043176065
196,4.9133396719690925,-0.4017917659163091,5.970273711064678
197,4.913340786841797,-0.40179168420367484,5.97063831194403
198,4.913341901741358,-0.4017916024886186,5.971002921624933
199,4.913343016622935,-0.4017915207744273,5.971367525438145
200,4.913344131522356,-0.4017914390584749,5.971732135119049
201,4.913345246412729,-0.4017913573427325,5.972096741866121
202,4.913346361294093,-0.4017912756271969,5.972461345679334
203,4.913347476184356,-0.40179119391055623,5.97282595242638
204,4.913348591065539,-0.40179111219412744,5.973190556239593
205,4.913349705946691,-0.4017910304772477,5.973555160052808
206,4.913350820845686,-0.4017909487586071,5.973919769733712
207,4.91335193572669,-0.40179086704083156,5.974284373546927
208,4.913353050607598,-0.40179078532260987,5.974648977360142
209,4.913354165506408,-0.40179070360262276,5.975013587041048
210,4.913355280387198,-0.4017906218835033,5.975378190854263
211,4.9133563952678925,-0.4017905401639375,5.975742794667479
212,4.913357510157482,-0.4017904584432666,5.976107401414526
213,4.91335862503809,-0.40179037672280066,5.976472005227743
214,4.913359739936523,-0.40179029500057484,5.976836614908679
215,4.913360854825902,-0.4017902132785595,5.977201221655727
216,4.91336196971524,-0.4017901315560936,5.977565828402804
217,4.913363084586562,-0.4017900498344954,5.97793042928219
218,4.913364199475727,-0.4017899681111359,5.978295036029239
219,4.913365314373798,-0.4017898863866702,5.978659645710149
220,4.913366429244909,-0.4017898046637276,5.9790242465895345
221,4.913367544133892,-0.4017897229390215,5.979388853336585
222,4.9133686590138295,-0.4017896412145254,5.979753457149805
223,4.913369773902646,-0.40178955948892503,5.980118063896883
224,4.91337088880036,-0.40178947776221924,5.980482673577793
225,4.913372003707012,-0.40178939603440517,5.980847286192564
226,4.913373118568721,-0.4017893143094319,5.981211884138093
227,4.9133742334482715,-0.40178923258269766,5.981576487951285
228,4.913375348345732,-0.4017891508541975,5.981941097632225
229,4.913376463207228,-0.4017890691278803,5.982305695577727
230,4.913377578122469,-0.40178898739717006,5.982670311126329
231,4.913378693001736,-0.4017889056686436,5.983034914939551
232,4.913379807862986,-0.40178882394098475,5.983399512885081
233,4.913380922706237,-0.40178874221419203,5.983764104962922
234,4.91338203763017,-0.40178866048103123,5.984128723445358
235,4.9133831525271425,-0.40178857874939417,5.9844933331262995
236,4.913384267406084,-0.4017884970186252,5.984857936939494
237,4.913385382275952,-0.40178841528806813,5.985222537818887
238,4.913386497181655,-0.40178833355443083,5.985587150433661
239,4.913387612051441,-0.4017882518229734,5.985951751313053
240,4.913388726965941,-0.4017881700877847,5.9863163668616295
241,4.9133898417907105,-0.40178808835872093,5.986680953071782
242,4.913390956723051,-0.4017880066213178,5.9870455744881355
243,4.913392071592521,-0.40178792488807047,5.987410175367473
244,4.9133931864977995,-0.40178784315174443,5.987774787982278
245,4.913394301385048,-0.4017877614162875,5.988139394729334
246,4.913395416263278,-0.4017876796810379,5.988503998542559
247,4.913396531141446,-0.40178759794533975,5.988868602355786
248,4.913397646010528,-0.40178751620985453,5.989233203235181
249,4.913398760915447,-0.40178743447128884,5.98959781584993
250,4.913399875811355,-0.40178735273293037,5.989962425530847
251,4.913400990680256,-0.4017872709960987,5.990327026410215
252,4.913402105584959,-0.4017871892561889,5.9906916390249645
253,4.913403220462669,-0.40178710751780455,5.99105624283822
254,4.913404335331388,-0.4017870257796266,5.991420843717589
255,4.913405450200006,-0.40178694404100257,5.991785444596958
256,4.913406565104401,-0.4017868622993022,5.992150057211737
257,4.913407679990828,-0.4017867805584659,5.9925146639588265
258,4.913408794850256,-0.401786698819156,5.992879261904336
259,4.91340990975447,-0.40178661707610913,5.993243874519116
260,4.91341102382433,-0.4017865353937831,5.9936082142861515
261,4.913412139526796,-0.4017864535913025,5.993973088013267
262,4.913413254403899,-0.4017863718488836,5.994337691826497
263,4.913414369289901,-0.4017862901053589,5.994702298573588
264,4.913415484166823,-0.40178620836204676,5.995066902386818
265,4.913416599052656,-0.4017861266176278,5.995431509133909
266,4.913417713947389,-0.4017860448721033,5.995796118814832
267,4.913418828806177,-0.4017859631287607,5.996160716760373
268,4.913419943709752,-0.4017858813816814,5.996525329375127
269,4.913421058595326,-0.40178579963546857,5.99688993612222
270,4.913422173462846,-0.4017857178901261,5.997254537001621
271,4.91342328835726,-0.40178563614235857,5.997619146682545
272,4.91342440324259,-0.4017855543948038,5.997983753429637
273,4.913425518100986,-0.40178547264877096,5.998348351375124
274,4.913426632995156,-0.40178539089966114,5.998712961056077
275,4.913427747889249,-0.4017853091501041,5.999077570737001
276,4.913428862765351,-0.40178522740141287,5.999442174550236
277,4.91342997764139,-0.401785145652273,5.999806778363472
278,4.913431092526292,-0.40178506390202984,6.0001713851105665
279,4.913432207411126,-0.40178498215133873,6.000535991857633
280,4.913433322295928,-0.4017849004001964,6.000900598604727
281,4.9134344371716745,-0.40178481864926524,6.001265202417963
282,4.913435552056295,-0.40178473689722954,6.001629809165031
283,4.913436666940851,-0.4017846551447457,6.001994415912127
284,4.913437781816416,-0.40178457339246776,6.002359019725364
285,4.913438896700823,-0.40178449163908825,6.002723626472433
286,4.913440011576192,-0.4017844098859183,6.00308823028567
287,4.913441126451511,-0.40178432813229864,6.003452834098936
288,4.913442241344711,-0.40178424637691434,6.003817443779837
289,4.913443356228843,-0.40178416462174177,6.004182050526934
290,4.913444471094974,-0.4017840828674361,6.004546651406341
291,4.913445585978957,-0.401784001111368,6.004911258153411
292,4.9134467008718845,-0.40178391935419094,6.0052758678343405
293,4.913447815755725,-0.4017838375972267,6.00564047458144
294,4.913448930630548,-0.40178375584047066,6.00600507839468
295,4.913450045083657,-0.40178367411418703,6.006369544317089
296,4.913451160388938,-0.40178359232495753,6.006734288954991
297,4.91345227526355,-0.40178351056685696,6.007098892768232
298,4.913453390156021,-0.40178342880699375,6.007463502449164
299,4.913454505030456,-0.4017833470479995,6.007828106262433
300,4.913455619913799,-0.4017832652878989,6.008192713009505
301,4.913456734797079,-0.40178318352735,6.008557319756607
302,4.913457849662391,-0.4017831017676654,6.008921920635989
303,4.913458964123898,-0.40178302003714106,6.00928638949226
304,4.913460079428588,-0.4017829382443273,6.009651134130165
305,4.913461194320584,-0.40178285648132606,6.010015743811127
306,4.913462309176604,-0.4017827747205098,6.01038034175665
307,4.913463424068434,-0.401782692956614,6.0107449514375855
308,4.913464538969159,-0.40178261119161257,6.011109564052378
309,4.913465653842917,-0.4017825294281357,6.0114741678656225
310,4.913466768707635,-0.40178244766486865,6.011838768745008
311,4.913467883581248,-0.40178236590049576,6.012203372558252
312,4.9134689984727125,-0.40178228413436035,6.012567982239216
313,4.913470113148813,-0.40178220238356693,6.012932521507835
314,4.913471228237514,-0.4017821206020594,6.013297195733397
315,4.913472343101868,-0.4017820388365529,6.013661796612813
316,4.913473457966129,-0.40178195707059966,6.014026397492199
317,4.913474572830371,-0.4017818753041945,6.014390998371585
318,4.9134756877303865,-0.40178179353471277,6.0147556109863825
319,4.913476802621359,-0.40178171176544036,6.015120220667292
320,4.913477917503279,-0.40178162999637895,6.015484827414398
321,4.913479032385161,-0.40178154822686724,6.015849434161477
322,4.913480147249025,-0.4017814664582235,6.0162140350408935
323,4.913481262103835,-0.401781384689791,6.016578632986451
324,4.913482377030318,-0.4017813029156478,6.016943254402771
325,4.913483491911954,-0.40178122114434106,6.017307861149852
326,4.91348460678447,-0.4017811393732496,6.017672464963129
327,4.913485721665893,-0.4017810576010521,6.018037071710237
328,4.913486836574181,-0.4017809758264303,6.01840168725884
329,4.913487951419619,-0.4017808940559656,6.018766282270568
330,4.913489066300827,-0.40178081228242385,6.019130889017678
331,4.913490181181972,-0.4017807305084333,6.019495495764759
332,4.913491296063038,-0.40178064873399544,6.01986010251187
333,4.91349241093509,-0.40178056695976544,6.020224706325121
334,4.913493525807047,-0.40178048518508913,6.020589310138372
335,4.91349464068793,-0.4017804034093048,6.020953916885483
336,4.9134957555687455,-0.40178032163307226,6.021318523632594
337,4.913496870440488,-0.40178023985705197,6.021683127445818
338,4.913497985321129,-0.40178015807992556,6.02204773419293
339,4.9134991001927855,-0.401780076303005,6.022412338006154
340,4.9135002150732925,-0.40177999452498225,6.022776944753239
341,4.913501329953718,-0.4017799127465118,6.023141551500351
342,4.91350244482513,-0.40177983096824943,6.023506155313605
343,4.91350355971443,-0.4017797491882217,6.023870764994549
344,4.913504674594645,-0.40177966740840704,6.024235371741663
345,4.913505789456867,-0.4017795856294591,6.024599972621058
346,4.9135069043459225,-0.40177950384808947,6.024964582302004
347,4.913508019234931,-0.4017794220662699,6.025329191982977
348,4.913509134096907,-0.40177934028598045,6.0256937928623735
349,4.913510248958853,-0.40177925850523954,6.026058393741798
350,4.913511363865568,-0.4017791767207614,6.0264230092904345
351,4.913512478718388,-0.4017790949397835,6.026787607236
352,4.9135135936159955,-0.40177901315506687,6.0271522198507785
353,4.913514707715125,-0.4017789314284708,6.027516571353221
354,4.913515823348206,-0.40177884958889565,6.02788142454349
355,4.913516938236622,-0.40177876780349364,6.02824603422441
356,4.9135180531160145,-0.4017786860183003,6.028610640971527
357,4.91351916798633,-0.4017786042333194,6.028975244784784
358,4.913520282856612,-0.4017785224478878,6.029339848598042
359,4.91352139773579,-0.40177844066135043,6.029704455345161
360,4.913522512632819,-0.4017783588730501,6.03006906795997
361,4.913523627484904,-0.4017782770875939,6.030433665905481
362,4.9135247423728465,-0.4017781952990535,6.030798275586459
363,4.9135258572427665,-0.40177811351138215,6.031162879399719
364,4.9135269721125905,-0.40177803172326465,6.0315274832129795
365,4.913528086982336,-0.4017779499346997,6.031892087026211
366,4.913529201869963,-0.40177786814436967,6.032256696707191
367,4.913530316739603,-0.4017777863549057,6.032621300520451
368,4.913531431627088,-0.40177770456367956,6.032985910201403
369,4.913532546478661,-0.4017776227746348,6.033350508146974
370,4.913533661374986,-0.40177754098185353,6.033715120761786
371,4.913534776253281,-0.4017774591899416,6.034079727508879
372,4.913535891113583,-0.4017773773988966,6.03444432838831
373,4.913537005991775,-0.40177729560608594,6.034808935135432
374,4.913538120869857,-0.4017772138128298,6.035173541882526
375,4.9135392357478676,-0.4017771320191258,6.03553814862965
376,4.913540350607895,-0.4017770502262881,6.035902749509052
377,4.913541465485795,-0.4017769684316857,6.036267356256176
378,4.9135425803635915,-0.40177688663663763,6.036631963003272
379,4.913543695232383,-0.40177680484179706,6.036996566816564
380,4.913544810119012,-0.40177672304519463,6.03736117649749
381,4.913545924987653,-0.40177664124945844,6.037725780310784
382,4.9135470398741505,-0.4017765594519589,6.03809038999174
383,4.913548154742648,-0.40177647765532687,6.038454993804978
384,4.913549269629026,-0.4017763958569297,6.038819603485933
385,4.913550384497357,-0.4017763140594033,6.0391842072992
386,4.913551499374617,-0.40177623226076864,6.039548814046296
387,4.913552614251776,-0.4017761504616879,6.039913420793423
388,4.913553729119927,-0.401776068662815,6.04027802460669
389,4.913554843979022,-0.4017759868641534,6.040642625486097
390,4.913555958855966,-0.4017759050637288,6.041007232233224
391,4.913557073750797,-0.40177582326153843,6.041371844848043
392,4.913558188609709,-0.40177574146153017,6.041736445727452
393,4.913559303468489,-0.4017756596610787,6.042101046606888
394,4.913560418354134,-0.40177557785820284,6.042465656287847
395,4.913561533239699,-0.40177549605487944,6.0428302659688065
396,4.913562648107304,-0.4017754142524205,6.043194869782076
397,4.91356376297478,-0.4017753324495177,6.043559473595375
398,4.913564877851155,-0.40177525064550873,6.043924080342475
399,4.9135659927184845,-0.4017751688417104,6.044288684155746
400,4.913567107603702,-0.40177508703614606,6.044653293836735
401,4.913568222461944,-0.4017750052321081,6.045017894716118
402,4.913569337338066,-0.4017749234263049,6.045382501463248
403,4.913570452232044,-0.4017748416187377,6.04574711407807
404,4.913571567081098,-0.4017747598140139,6.0461117120236505
405,4.913572681974928,-0.4017746780055515,6.046476324638416
406,4.9135737968328215,-0.40177459619927247,6.0468409255178575
407,4.913574911717565,-0.4017745143905702,6.047205535198791
408,4.91357602659323,-0.401774432582081,6.047570141945924
409,4.913577141450879,-0.4017743507744605,6.047934742825394
410,4.913578256326465,-0.40177426896507007,6.048299349572499
411,4.913579371210896,-0.40177418715457797,6.048663959253463
412,4.91358048607731,-0.40177410534495445,6.049028563066736
413,4.913581600961596,-0.401774023533566,6.049393172747702
414,4.91358271580997,-0.4017739417243595,6.049757770693286
415,4.913583830703098,-0.4017738599114159,6.050122383308111
416,4.9135849455602765,-0.40177377810065723,6.0504869841875255
417,4.9135860604263275,-0.401773696288794,6.050851588000801
418,4.913587175301322,-0.4017736144758212,6.051216194747936
419,4.913588290176206,-0.40177353266240334,6.051580801495043
420,4.913589405042076,-0.4017734508491937,6.051945405308319
421,4.913590519925803,-0.40177336903422034,6.052310014989315
422,4.913591634791528,-0.4017732872201149,6.0526746188025635
423,4.9135927496751055,-0.40177320540424577,6.05303922848356
424,4.9135938645407,-0.40177312358924355,6.0534038322968655
425,4.913594979415189,-0.401773041773135,6.053768439043974
426,4.913596094298552,-0.40177295995592216,6.054133048724914
427,4.91359720916393,-0.40177287813957585,6.054497652538192
428,4.913598324020223,-0.40177279632344276,6.054862253417611
429,4.91359943889443,-0.40177271450554214,6.055226860164722
430,4.913600553759595,-0.40177263268785157,6.055591463978029
431,4.9136016686336275,-0.40177255086905705,6.055956070725168
432,4.913602783507589,-0.4017724690498148,6.0563206774722795
433,4.91360389837251,-0.40177238723078246,6.056685281285559
434,4.91360501324636,-0.4017723054106416,6.057049888032698
435,4.913606128129083,-0.40177222358939646,6.05741449771367
436,4.913607243002801,-0.40177214176835874,6.05777910446081
437,4.913608357876404,-0.4017720599468759,6.058143711207951
438,4.91360947272304,-0.40177197812691934,6.058508309153513
439,4.913610587587566,-0.4017718963051965,6.058872912966795
440,4.913611702469936,-0.4017718144817111,6.059237522647797
441,4.913612817334311,-0.40177173265909255,6.0596021264610505
442,4.913613932225523,-0.40177165083405153,6.059966739075883
443,4.9136150470807785,-0.4017715690111962,6.060331339955335
444,4.913616161962894,-0.4017714871859161,6.06069594963628
445,4.913617276835936,-0.4017714053608487,6.061060556383423
446,4.9136183916999245,-0.4017713235359926,6.061425160196706
447,4.913619506572848,-0.4017712417100272,6.061789766943851
448,4.9136206214277625,-0.4017711598849309,6.062154367823304
449,4.913621736309487,-0.40177107805741313,6.062518977504251
450,4.913622851173224,-0.40177099623076257,6.062883581317507
451,4.9136239660368926,-0.4017709144036635,6.063248185130792
452,4.913625080909431,-0.40177083257546015,6.0636127918779374
453,4.913626195772955,-0.4017707507474659,6.063977395691223
454,4.913627310654333,-0.40177066891770696,6.0643420053722
455,4.913628425553586,-0.4017705870861832,6.064706620920896
456,4.913629540398944,-0.4017705052581622,6.065071218866463
457,4.913630655253213,-0.40177042342903363,6.06543581974592
458,4.913631770134299,-0.4017703415974834,6.065800429426926
459,4.913632884988419,-0.40177025976745945,6.066165030306354
460,4.913633999869403,-0.40177017793501035,6.0665296399873325
461,4.913635114732327,-0.4017700961034335,6.066894243800621
462,4.913636229595207,-0.40177001427140674,6.0672588476139095
463,4.913637344484922,-0.401769932436957,6.067623460228749
464,4.913638459338687,-0.40176985060469284,6.067988061108178
465,4.9136395742013255,-0.4017697687713239,6.068352664921467
466,4.913640689090829,-0.40176968693552995,6.068717277536307
467,4.913641803944349,-0.40176960510192383,6.069081878415765
468,4.9136429188337,-0.4017695232652345,6.069446491030578
469,4.91364403368715,-0.40176944143072735,6.069811091910008
470,4.91364514854943,-0.4017693595951186,6.070175695723328
471,4.913646263420651,-0.40176927775840027,6.070540302470421
472,4.913647378282798,-0.40176919592189464,6.070904906283713
473,4.9136484931538735,-0.4017691140842806,6.071269513030864
474,4.913649608024846,-0.4017690322462208,6.071634119777987
475,4.913650722895788,-0.4017689504077099,6.0719987265251385
476,4.913651837757643,-0.40176886856941296,6.072363330338431
477,4.913652952628436,-0.40176878673000627,6.072727937085555
478,4.913654067508141,-0.40176870488949273,6.073092546766567
479,4.913655182369782,-0.40176862304985156,6.07345715057986
480,4.913656297231383,-0.4017685412097602,6.073821754393155
481,4.913657412101898,-0.40176845936856104,6.074186361140308
482,4.913658526972302,-0.4017683775269171,6.074550967887462
483,4.913659641842637,-0.4017682956848248,6.074915574634587
484,4.913660756712938,-0.40176821384228145,6.075280181381742
485,4.91366187156521,-0.4017681320006089,6.075644782261176
486,4.913662986435329,-0.40176805015717265,6.076009389008304
487,4.913664101314359,-0.40176796831262884,6.076373998689319
488,4.913665216166416,-0.4017678864696123,6.076738599568755
489,4.913666331027379,-0.4017678046254884,6.077103203382052
490,4.913667445906199,-0.4017677227796004,6.077467813063039
491,4.913668560767018,-0.40176764093458056,6.077832416876335
492,4.9136696756457185,-0.401767559087795,6.078197026557324
493,4.913670790515347,-0.401767477241222,6.078561633304451
494,4.9136719053848985,-0.4017673953942015,6.07892624005161
495,4.913673020254412,-0.40176731354673056,6.079290846798767
