,Voltages,Times
286,-0.000106,1648657340.0872364
287,0.00033,1648657345.087229
288,0.000456,1648657350.0872602
289,0.00021,1648657355.0873039
290,-0.000279,1648657360.0872197
291,-0.000815,1648657365.0872257
292,-0.001129,1648657370.0872817
293,-0.001093,1648657375.0873055
294,-0.000713,1648657380.0872798
295,-0.000152,1648657385.0853488
296,0.000358,1648657390.08728
297,0.000479,1648657395.0872173
298,0.000191,1648657400.0872824
299,-0.000322,1648657405.087278
300,-0.00084,1648657410.087278
301,-0.001128,1648657415.0873017
302,-0.00099,1648657420.0872383
303,-0.000489,1648657425.0853276
304,-6.2e-05,1648657430.0872278
305,0.000233,1648657435.0872884
306,0.000308,1648657440.0872085
307,2.6e-05,1648657445.0872548
308,-0.000471,1648657450.0873442
309,-0.000925,1648657455.0873024
310,-0.001111,1648657460.0872583
311,-0.000924,1648657465.0872095
312,-0.00048,1648657470.087265
313,-1.9e-05,1648657475.0863488
314,0.000346,1648657480.0872788
315,0.000351,1648657485.0872278
316,-3e-06,1648657490.0871706
317,-0.000479,1648657495.0871084
318,-0.000869,1648657500.0871959
319,-0.000936,1648657505.08723
320,-0.00071,1648657510.0872517
321,-0.000288,1648657515.087281
322,0.000159,1648657520.087212
323,0.000328,1648657525.087086
324,0.000272,1648657530.0873144
325,-0.000142,1648657535.0873127
326,-0.000661,1648657540.0872896
327,-0.001022,1648657545.0872977
328,-0.001038,1648657550.0874543
329,-0.000721,1648657555.0873024
330,-0.000172,1648657560.0872867
331,0.000246,1648657565.0873148
332,0.000344,1648657570.087312
333,0.000188,1648657575.087306
334,-0.000226,1648657580.0872734
335,-0.000691,1648657585.0872977
336,-0.000991,1648657590.0873022
337,-0.000932,1648657595.0872743
338,-0.000578,1648657600.0872939
339,-7.2e-05,1648657605.0872676
340,0.000277,1648657610.0872812
341,0.000344,1648657615.0872796
342,5.2e-05,1648657620.087278
343,-0.000398,1648657625.0873017
344,-0.000799,1648657630.0873158
345,-0.000955,1648657635.0872722
346,-0.000755,1648657640.0872993
347,-0.000333,1648657645.087376
348,9.4e-05,1648657650.087315
349,0.00035,1648657655.0872502
350,0.000316,1648657660.087361
351,-4.2e-05,1648657665.0872526
352,-0.000465,1648657670.0873473
353,-0.000767,1648657675.083882
354,-0.000841,1648657680.087254
355,-0.000573,1648657685.0873218
356,-0.000132,1648657690.0873313
357,0.000112,1648657695.0873146
358,0.000207,1648657700.0872824
359,0.000112,1648657705.0873008
360,-0.000313,1648657710.0873678
361,-0.000749,1648657715.0872712
362,-0.000957,1648657720.0873282
363,-0.000854,1648657725.0873008
364,-0.000456,1648657730.0872602
365,9.6e-05,1648657735.0872293
366,0.000367,1648657740.087297
367,0.000299,1648657745.0872757
368,-8.8e-05,1648657750.0873358
369,-0.000501,1648657755.087227
370,-0.000846,1648657760.0872872
371,-0.00095,1648657765.0873263
372,-0.000744,1648657770.0872474
373,-0.000329,1648657775.087247
374,0.000108,1648657780.0872633
375,0.000323,1648657785.0872855
376,0.000199,1648657790.0872226
377,-0.000139,1648657795.0872498
378,-0.000534,1648657800.087257
379,-0.000739,1648657805.0872283
380,-0.000736,1648657810.0872757
381,-0.000459,1648657815.087232
382,-3.1e-05,1648657820.0873046
383,0.000337,1648657825.0872643
384,0.000437,1648657830.087329
385,0.000168,1648657835.0872948
386,-0.000308,1648657840.0873053
387,-0.000662,1648657845.0873194
388,-0.000785,1648657850.0872834
389,-0.000701,1648657855.087219
390,-0.000301,1648657860.087239
391,9.9e-05,1648657865.08733
392,0.000298,1648657870.0872636
393,0.000149,1648657875.0872233
394,-0.000196,1648657880.0872746
395,-0.000629,1648657885.0873008
396,-0.000915,1648657890.0872881
397,-0.000867,1648657895.0872614
398,-0.00052,1648657900.0872653
399,-7.2e-05,1648657905.087257
400,0.000255,1648657910.0873144
401,0.000352,1648657915.0872233
402,4.6e-05,1648657920.0872326
403,-0.000406,1648657925.0873263
404,-0.000779,1648657930.0872204
405,-0.000862,1648657935.087309
406,-0.000652,1648657940.0872395
407,-0.000297,1648657945.0873144
408,0.000123,1648657950.087313
409,0.000284,1648657955.0872443
410,0.000115,1648657960.0872848
411,-0.000275,1648657965.0873141
412,-0.000642,1648657970.0872886
413,-0.000864,1648657975.0873451
414,-0.000775,1648657980.0872593
415,-0.000446,1648657985.087317
416,-5.1e-05,1648657990.0872848
417,0.000223,1648657995.0872238
418,0.000206,1648658000.0872695
419,-6.8e-05,1648658005.0872724
420,-0.000468,1648658010.0872514
421,-0.00076,1648658015.0873027
422,-0.000783,1648658020.0872474
423,-0.000535,1648658025.0873039
424,-0.00014,1648658030.087273
425,0.000203,1648658035.0872977
426,0.000257,1648658040.0873399
427,4.9e-05,1648658045.0873287
428,-0.000356,1648658050.0872633
429,-0.000739,1648658055.0872743
430,-0.000877,1648658060.0872378
431,-0.000711,1648658065.0872626
432,-0.000334,1648658070.0872784
433,5e-05,1648658075.0872312
434,0.000237,1648658080.0872722
435,0.000131,1648658085.0873094
436,-0.000212,1648658090.0873208
437,-0.0006,1648658095.0873246
438,-0.000814,1648658100.0872426
439,-0.000725,1648658105.0872135
440,-0.00041,1648658110.0872548
441,-3.2e-05,1648658115.0872376
442,0.000212,1648658120.0873237
443,0.000189,1648658125.0872605
444,-0.000117,1648658130.0873063
445,-0.000543,1648658135.0873086
446,-0.000841,1648658140.0872936
447,-0.000857,1648658145.0873122
448,-0.000572,1648658150.0872374
449,-0.000142,1648658155.087289
450,0.000183,1648658160.0872607
451,0.000259,1648658165.087242
452,2.7e-05,1648658170.087237
453,-0.00036,1648658175.0872202
454,-0.000688,1648658180.0872915
455,-0.000791,1648658185.087399
456,-0.000593,1648658190.0873024
457,-0.000255,1648658195.087238
458,6.3e-05,1648658200.0872984
459,0.000204,1648658205.0872302
460,2.5e-05,1648658210.087261
461,-0.000291,1648658215.0872483
462,-0.000582,1648658220.0872269
463,-0.000751,1648658225.0873108
464,-0.000629,1648658230.0872395
465,-0.000316,1648658235.0872416
466,1.3e-05,1648658240.087308
467,0.000182,1648658245.0872674
468,7.4e-05,1648658250.087356
469,-0.000227,1648658255.0872867
470,-0.00057,1648658260.0872636
471,-0.000787,1648658265.0872447
472,-0.00073,1648658270.0872262
473,-0.000438,1648658275.0872421
474,-9.2e-05,1648658280.0872715
475,0.000124,1648658285.0872753
476,7.6e-05,1648658290.0872302
477,-0.000182,1648658295.0872734
478,-0.000511,1648658300.0873258
479,-0.000717,1648658305.0872903
480,-0.000696,1648658310.0872662
481,-0.000462,1648658315.087281
482,-0.000139,1648658320.0872767
483,9e-05,1648658325.0872903
484,9e-05,1648658330.08732
485,-0.00011,1648658335.087236
486,-0.000449,1648658340.0872574
487,-0.000697,1648658345.0872958
488,-0.000713,1648658350.0872545
489,-0.000491,1648658355.0872247
490,-0.000179,1648658360.087282
491,0.000112,1648658365.0872617
492,0.000188,1648658370.0872786
493,-2.2e-05,1648658375.0873077
494,-0.000353,1648658380.0873191
495,-0.000605,1648658385.0873404
496,-0.000642,1648658390.0872748
497,-0.000466,1648658395.0873039
498,-0.000175,1648658400.0873268
499,6e-05,1648658405.0872645
500,0.000106,1648658410.0872312
501,-8.5e-05,1648658415.0872507
502,-0.000347,1648658420.0872889
503,-0.000591,1648658425.0872757
504,-0.000659,1648658430.0872571
505,-0.00046,1648658435.0872757
506,-0.000192,1648658440.0872138
507,9.9e-05,1648658445.0872817
508,5.9e-05,1648658450.0872467
509,-1.5e-05,1648658455.087226
510,-0.000307,1648658460.0872555
511,-0.000583,1648658465.0872557
512,-0.000636,1648658470.0872283
513,-0.000546,1648658475.0872023
514,-0.000261,1648658480.0872748
515,2e-05,1648658485.08726
