,Voltages,Times
794,2.1e-05,1647452153.8714976
795,2.3e-05,1647452158.8714833
796,2.1e-05,1647452163.8715382
797,2.2e-05,1647452168.8714871
798,2e-05,1647452173.8714833
799,2e-05,1647452178.8715038
800,2.1e-05,1647452183.8715088
801,2.2e-05,1647452188.8715215
802,2.1e-05,1647452193.871493
803,2e-05,1647452198.8714986
804,2.1e-05,1647452203.871504
805,2e-05,1647452208.8715057
806,2e-05,1647452213.8714385
807,1.9e-05,1647452218.8714967
808,2.1e-05,1647452223.871537
809,2e-05,1647452228.871503
810,2.2e-05,1647452233.8714988
811,2.1e-05,1647452238.871539
812,2e-05,1647452243.8715181
813,2.3e-05,1647452248.871475
814,2.2e-05,1647452253.8714893
815,2.2e-05,1647452258.8715107
816,2.1e-05,1647452263.8714943
817,2.2e-05,1647452268.8715253
818,2.1e-05,1647452273.871502
819,2.1e-05,1647452278.871491
820,2e-05,1647452283.869357
821,2e-05,1647452288.8714538
822,2.1e-05,1647452293.8715441
823,2.1e-05,1647452298.8714423
824,1.9e-05,1647452303.8715339
825,1.9e-05,1647452308.8692954
826,2.2e-05,1647452313.871579
827,2.4e-05,1647452318.8715265
828,2.3e-05,1647452323.8715274
829,2e-05,1647452328.871543
830,2.3e-05,1647452333.871482
831,2.2e-05,1647452338.871556
832,2.3e-05,1647452343.8716006
833,2.2e-05,1647452348.871559
834,2.1e-05,1647452353.8715212
835,2.2e-05,1647452358.8715193
836,2.2e-05,1647452363.8714552
837,2e-05,1647452368.8715181
838,1.9e-05,1647452373.8714967
839,1.7e-05,1647452378.8715262
840,1.7e-05,1647452383.871487
841,1.9e-05,1647452388.8715339
842,1.9e-05,1647452393.8715112
843,1.9e-05,1647452398.8715248
844,2e-05,1647452403.8715248
845,2.1e-05,1647452408.871474
846,2e-05,1647452413.8715007
847,2.3e-05,1647452418.871517
848,2.4e-05,1647452423.8715131
849,2.4e-05,1647452428.8715193
850,2.1e-05,1647452433.8715053
851,2.2e-05,1647452438.871523
852,2.5e-05,1647452443.869399
853,2.2e-05,1647452448.8693116
854,2.2e-05,1647452453.8683507
855,2.2e-05,1647452458.8714817
856,2.2e-05,1647452463.8714418
857,2e-05,1647452468.8714893
858,2.1e-05,1647452473.871475
859,2.3e-05,1647452478.871457
860,2e-05,1647452483.8714776
861,1.9e-05,1647452488.8714304
862,1.9e-05,1647452493.871451
863,1.7e-05,1647452498.8715482
864,1.9e-05,1647452503.8715448
865,1.9e-05,1647452508.8714397
866,1.6e-05,1647452513.8714519
867,1.8e-05,1647452518.8714967
868,1.8e-05,1647452523.8714855
869,1.7e-05,1647452528.8715456
870,1.9e-05,1647452533.8714752
871,2.3e-05,1647452538.8714821
872,2.6e-05,1647452543.8714743
873,2.4e-05,1647452548.8715253
874,2.4e-05,1647452553.8714395
875,2.6e-05,1647452558.8693895
876,2.5e-05,1647452563.871482
877,2.4e-05,1647452568.871472
878,2.6e-05,1647452573.8715472
879,2.5e-05,1647452578.8715498
880,2.3e-05,1647452583.8714893
881,2e-05,1647452588.871469
882,2.2e-05,1647452593.8714745
883,2.1e-05,1647452598.8715534
884,1.9e-05,1647452603.871522
885,1.7e-05,1647452608.8715491
886,1.8e-05,1647452613.8714466
887,1.8e-05,1647452618.8715506
888,1.9e-05,1647452623.8715086
889,1.8e-05,1647452628.8714485
890,1.7e-05,1647452633.8715127
891,1.6e-05,1647452638.8715148
892,2e-05,1647452643.871487
893,1.9e-05,1647452648.8715415
894,1.9e-05,1647452653.8714466
895,1.8e-05,1647452658.8715096
896,1.7e-05,1647452663.8715339
897,1.9e-05,1647452668.8715005
898,2.1e-05,1647452673.8715172
899,1.7e-05,1647452678.871462
900,2.1e-05,1647452683.8715558
901,2.2e-05,1647452688.8715465
902,2.1e-05,1647452693.8714707
903,2.2e-05,1647452698.8715699
904,2.1e-05,1647452703.8715286
905,2.1e-05,1647452708.871504
906,2.3e-05,1647452713.871459
907,2e-05,1647452718.8714921
908,1.9e-05,1647452723.8715217
909,2e-05,1647452728.8715236
910,1.9e-05,1647452733.8714845
911,1.8e-05,1647452738.8714867
912,1.8e-05,1647452743.871455
913,1.9e-05,1647452748.8714557
914,1.9e-05,1647452753.871551
915,1.9e-05,1647452758.8715026
916,1.9e-05,1647452763.8715117
917,2e-05,1647452768.8715029
918,2e-05,1647452773.8715649
919,2e-05,1647452778.8715305
920,1.9e-05,1647452783.8714845
921,1.8e-05,1647452788.8715024
922,1.9e-05,1647452793.8715234
923,1.8e-05,1647452798.8715374
924,1.7e-05,1647452803.8715715
925,1.8e-05,1647452808.871529
926,1.5e-05,1647452813.8714125
927,1.2e-05,1647452818.87157
928,1.4e-05,1647452823.8714526
929,1.6e-05,1647452828.8715177
930,1.8e-05,1647452833.8714838
931,2.2e-05,1647452838.871535
932,1.9e-05,1647452843.8715165
933,2.1e-05,1647452848.871483
934,2e-05,1647452853.8714635
935,1.9e-05,1647452858.871482
936,1.9e-05,1647452863.8714964
937,1.9e-05,1647452868.871492
938,1.8e-05,1647452873.8715403
939,1.7e-05,1647452878.871491
940,1.7e-05,1647452883.871468
941,1.8e-05,1647452888.871597
942,2.1e-05,1647452893.8714836
943,2.1e-05,1647452898.8714516
944,2.2e-05,1647452903.8715389
945,2.3e-05,1647452908.8715029
946,2.2e-05,1647452913.8714767
947,1.7e-05,1647452918.8715386
948,9e-06,1647452923.871539
949,1.2e-05,1647452928.8715012
950,1.6e-05,1647452933.8715007
951,1.7e-05,1647452938.8715122
952,1.7e-05,1647452943.871492
953,2.1e-05,1647452948.8714619
954,1.9e-05,1647452953.8714824
955,1.9e-05,1647452958.871471
956,1.6e-05,1647452963.8714302
957,1.8e-05,1647452968.8715048
958,2e-05,1647452973.871431
959,1.5e-05,1647452978.8714998
960,1.6e-05,1647452983.871524
961,2e-05,1647452988.871504
962,2e-05,1647452993.8715596
963,1.6e-05,1647452998.8714592
964,1.8e-05,1647453003.871475
965,1.8e-05,1647453008.871552
966,1.9e-05,1647453013.871459
967,1.8e-05,1647453018.8714995
968,1.6e-05,1647453023.8715103
969,1.7e-05,1647453028.8714569
970,1.8e-05,1647453033.8714774
971,1.5e-05,1647453038.8714526
972,1.4e-05,1647453043.8714921
973,1.7e-05,1647453048.8714776
974,1.9e-05,1647453053.8715663
975,1.8e-05,1647453058.871552
976,2e-05,1647453063.8714995
977,2.1e-05,1647453068.8715103
978,1.8e-05,1647453073.8715131
979,1.9e-05,1647453078.8715057
980,2e-05,1647453083.8714757
981,2.1e-05,1647453088.8715177
982,1.7e-05,1647453093.8714736
983,1.2e-05,1647453098.8714974
984,1.2e-05,1647453103.8714697
985,1.1e-05,1647453108.8715262
986,1.1e-05,1647453113.8714464
987,1.6e-05,1647453118.8714437
988,1.8e-05,1647453123.8714685
989,1.7e-05,1647453128.8714578
990,1.5e-05,1647453133.871445
991,1.6e-05,1647453138.871506
992,1.5e-05,1647453143.8714898
993,1.8e-05,1647453148.871488
994,1.9e-05,1647453153.8714812
995,2e-05,1647453158.8714967
996,1.9e-05,1647453163.8714683
997,1.9e-05,1647453168.8714647
998,1.9e-05,1647453173.8715165
999,1.8e-05,1647453178.8714607
1000,1.7e-05,1647453183.8714516
1001,1.7e-05,1647453188.871412
1002,1.3e-05,1647453193.8714359
1003,1.4e-05,1647453198.8712916
1004,1.3e-05,1647453203.8714774
1005,1.1e-05,1647453208.871357
1006,1.2e-05,1647453213.871457
1007,1.5e-05,1647453218.8714519
1008,1.3e-05,1647453223.8714862
1009,1.2e-05,1647453228.8714852
1010,1.3e-05,1647453233.8714693
1011,1.4e-05,1647453238.8715017
1012,1.4e-05,1647453243.871454
1013,1.3e-05,1647453248.8714569
1014,1.1e-05,1647453253.8715398
1015,1.2e-05,1647453258.8714721
1016,1e-05,1647453263.8714383
1017,9e-06,1647453268.8714325
1018,1.2e-05,1647453273.8713956
1019,1.4e-05,1647453278.8713121
1020,1.4e-05,1647453283.8715372
1021,1.4e-05,1647453288.871406
1022,1.2e-05,1647453293.871529
1023,1.4e-05,1647453298.8715196
1024,1.4e-05,1647453303.8714273
1025,1.3e-05,1647453308.8713565
1026,1.3e-05,1647453313.8714597
1027,1.5e-05,1647453318.871298
1028,1.2e-05,1647453323.8715081
1029,1.5e-05,1647453328.8714068
1030,1.5e-05,1647453333.8713171
1031,1.6e-05,1647453338.8713179
1032,1.5e-05,1647453343.8714974
1033,1.2e-05,1647453348.8714
1034,1.3e-05,1647453353.8713653
1035,1.5e-05,1647453358.8714278
1036,1.6e-05,1647453363.8714144
1037,1.7e-05,1647453368.871493
1038,1.3e-05,1647453373.8714583
1039,1.2e-05,1647453378.871229
1040,1.4e-05,1647453383.8714886
1041,1.4e-05,1647453388.8715398
1042,1.1e-05,1647453393.871349
1043,1.3e-05,1647453398.8713698
1044,1.5e-05,1647453403.8714762
1045,1.6e-05,1647453408.8714268
1046,1.1e-05,1647453413.871465
1047,1.1e-05,1647453418.8714902
1048,1.3e-05,1647453423.8714755
1049,1.3e-05,1647453428.8714561
1050,1.3e-05,1647453433.8712323
1051,1.7e-05,1647453438.871329
1052,1.6e-05,1647453443.8714395
1053,1.6e-05,1647453448.8713665
1054,1.5e-05,1647453453.871337
1055,1.3e-05,1647453458.871236
1056,1.2e-05,1647453463.871435
1057,1.4e-05,1647453468.871412
1058,1.5e-05,1647453473.871298
1059,1.4e-05,1647453478.8713503
1060,1.3e-05,1647453483.8715289
1061,1.2e-05,1647453488.871546
1062,1.4e-05,1647453493.8714457
1063,1.4e-05,1647453498.871281
1064,1.5e-05,1647453503.8715556
1065,1.3e-05,1647453508.871417
1066,1.2e-05,1647453513.871365
1067,1e-05,1647453518.8715162
1068,1e-05,1647453523.871453
1069,8e-06,1647453528.8714497
1070,8e-06,1647453533.8714676
1071,5e-06,1647453538.8713644
1072,7e-06,1647453543.8714757
1073,9e-06,1647453548.8714592
1074,1.1e-05,1647453553.871451
1075,8e-06,1647453558.8714025
1076,8e-06,1647453563.8714569
1077,1.1e-05,1647453568.871414
1078,1.2e-05,1647453573.8713837
1079,1.1e-05,1647453578.8714745
1080,1.1e-05,1647453583.8714192
1081,1.1e-05,1647453588.87145
1082,1.2e-05,1647453593.8714015
1083,1e-05,1647453598.8714628
1084,5e-06,1647453603.8692715
1085,6e-06,1647453608.8714826
1086,9e-06,1647453613.8713882
1087,1.2e-05,1647453618.871457
1088,1.3e-05,1647453623.8715215
1089,1.1e-05,1647453628.8714662
1090,1e-05,1647453633.871402
1091,1.2e-05,1647453638.8713849
1092,1.1e-05,1647453643.8714411
1093,1.2e-05,1647453648.871369
1094,8e-06,1647453653.8714795
1095,1.1e-05,1647453658.871354
1096,1.5e-05,1647453663.8714938
1097,1.7e-05,1647453668.8714316
1098,1.6e-05,1647453673.8713584
1099,1.5e-05,1647453678.8713303
1100,1.3e-05,1647453683.8714688
1101,1.3e-05,1647453688.8714006
1102,1.1e-05,1647453693.871375
1103,1.2e-05,1647453698.8714244
1104,1.1e-05,1647453703.8715026
1105,1.2e-05,1647453708.871428
1106,1.2e-05,1647453713.8713808
1107,1.3e-05,1647453718.871383
1108,1.1e-05,1647453723.8714955
1109,1e-05,1647453728.8715153
1110,9e-06,1647453733.8713646
1111,7e-06,1647453738.8714066
1112,1e-05,1647453743.8715034
1113,7e-06,1647453748.8714063
1114,8e-06,1647453753.8713138
1115,8e-06,1647453758.8713431
1116,9e-06,1647453763.8715055
1117,1.3e-05,1647453768.8714695
1118,1.2e-05,1647453773.8713233
1119,1.4e-05,1647453778.871334
1120,1.1e-05,1647453783.8715117
1121,1.1e-05,1647453788.8837936
1122,1.3e-05,1647453793.8713808
1123,1.2e-05,1647453798.871274
1124,1e-05,1647453803.8714929
1125,1e-05,1647453808.871382
1126,1.1e-05,1647453813.871436
1127,1.1e-05,1647453818.871303
1128,8e-06,1647453823.8714404
1129,4e-06,1647453828.8714883
1130,-0.0,1647453833.871447
1131,4e-06,1647453838.8714101
1132,5e-06,1647453843.871459
1133,5e-06,1647453848.8714116
1134,8e-06,1647453853.871296
1135,7e-06,1647453858.8712358
1136,7e-06,1647453863.8714817
1137,1e-05,1647453868.871516
1138,1.3e-05,1647453873.8714423
1139,1.2e-05,1647453878.87144
1140,1.1e-05,1647453883.8715072
1141,1.1e-05,1647453888.871519
1142,1.2e-05,1647453893.8715022
1143,1e-05,1647453898.8715134
1144,8e-06,1647453903.8715968
1145,8e-06,1647453908.8714228
1146,8e-06,1647453913.8713486
1147,8e-06,1647453918.8715153
1148,8e-06,1647453923.87143
1149,6e-06,1647453928.8714242
1150,6e-06,1647453933.871508
1151,5e-06,1647453938.8714726
1152,5e-06,1647453943.871451
1153,5e-06,1647453948.8715012
1154,8e-06,1647453953.8714542
1155,7e-06,1647453958.8714864
1156,6e-06,1647453963.8714657
1157,7e-06,1647453968.871365
1158,7e-06,1647453973.8714647
1159,5e-06,1647453978.8713992
1160,5e-06,1647453983.871593
1161,6e-06,1647453988.8713667
1162,3e-06,1647453993.871461
1163,3e-06,1647453998.8715158
1164,4e-06,1647454003.8715003
1165,5e-06,1647454008.8715007
1166,2e-06,1647454013.8714747
1167,-1e-06,1647454018.8714929
1168,-2e-06,1647454023.8764987
1169,-2e-06,1647454028.871493
1170,-3e-06,1647454033.8714612
1171,-3e-06,1647454038.8715131
1172,-4e-06,1647454043.8714542
1173,-4e-06,1647454048.87148
1174,-1e-06,1647454053.8715048
1175,-1e-06,1647454058.871463
1176,-2e-06,1647454063.8714626
1177,-0.0,1647454068.8714836
1178,2e-06,1647454073.8714736
1179,4e-06,1647454078.8715117
1180,4e-06,1647454083.8714957
1181,-1e-06,1647454088.87167
1182,-3e-06,1647454093.871518
1183,-2e-06,1647454098.87145
1184,-3e-06,1647454103.8714654
1185,-2e-06,1647454108.8715093
1186,-1e-06,1647454113.8714948
1187,-1e-06,1647454118.8714163
1188,-6e-06,1647454123.8714123
1189,-6e-06,1647454128.8715222
1190,-6e-06,1647454133.87142
1191,-7e-06,1647454138.871533
1192,-5e-06,1647454143.8715289
1193,-6e-06,1647454148.8714466
1194,-5e-06,1647454153.8731055
1195,-7e-06,1647454158.8715062
1196,-9e-06,1647454163.8714728
1197,-1.1e-05,1647454168.871522
1198,-1e-05,1647454173.8714995
1199,-1.1e-05,1647454178.8714888
1200,-1.4e-05,1647454183.8716617
1201,-1.6e-05,1647454188.8714914
1202,-2e-05,1647454193.8714988
1203,-2.4e-05,1647454198.8714457
1204,-2.8e-05,1647454203.8714845
1205,-2.9e-05,1647454208.87149
1206,-2.7e-05,1647454213.871468
1207,-2.4e-05,1647454218.8714025
1208,-2.4e-05,1647454223.871511
1209,-2.3e-05,1647454228.8714879
1210,-2.3e-05,1647454233.8715112
1211,-2.7e-05,1647454238.8714936
1212,-3e-05,1647454243.871504
1213,-3.2e-05,1647454248.871511
1214,-3.1e-05,1647454253.8715386
1215,-3.4e-05,1647454258.871526
1216,-4e-05,1647454263.8715177
1217,-4.1e-05,1647454268.8715103
1218,-4.4e-05,1647454273.871461
1219,-5e-05,1647454278.8714745
1220,-4.7e-05,1647454283.8714898
1221,-5.3e-05,1647454288.8714898
1222,-7.8e-05,1647454293.8714688
1223,-0.000114,1647454298.8714597
1224,-0.000129,1647454303.8714652
1225,-0.000135,1647454308.8715131
1226,-0.000134,1647454313.871539
1227,-0.000137,1647454318.8714864
1228,-0.000138,1647454323.871522
1229,-0.000139,1647454328.871506
1230,-0.000138,1647454333.871517
1231,-0.000139,1647454338.8715353
1232,-0.000144,1647454343.8693678
1233,-0.000143,1647454348.8715172
1234,-0.000141,1647454353.871548
1235,-0.00014,1647454358.8714879
1236,-0.000139,1647454363.869298
1237,-0.000142,1647454368.8715136
1238,-0.000139,1647454373.8715203
1239,-0.000143,1647454378.8715823
1240,-0.000144,1647454383.8715172
1241,-0.000143,1647454388.8715463
1242,-0.000143,1647454393.871481
1243,-0.000145,1647454398.8715253
1244,-0.00014,1647454403.871545
1245,-0.000143,1647454408.8714645
1246,-0.000142,1647454413.8715177
1247,-0.000141,1647454418.8715
1248,-0.000143,1647454423.8714416
1249,-0.000141,1647454428.8714662
1250,-0.00014,1647454433.8715315
1251,-0.000139,1647454438.8714247
1252,-0.000142,1647454443.8715236
1253,-0.000142,1647454448.8692079
1254,-0.000143,1647454453.871529
1255,-0.000142,1647454458.8714955
1256,-0.00014,1647454463.8715003
1257,-0.000139,1647454468.8715198
1258,-0.000142,1647454473.8714705
1259,-0.000141,1647454478.8714914
1260,-0.000142,1647454483.8669622
1261,-0.000142,1647454488.8714802
1262,-0.00014,1647454493.871537
1263,-0.00014,1647454498.8714542
1264,-0.000139,1647454503.8714478
1265,-0.000138,1647454508.8714833
1266,-0.000139,1647454513.8714588
1267,-0.000137,1647454518.871499
1268,-0.000139,1647454523.8714123
1269,-0.00014,1647454528.8715115
1270,-0.000138,1647454533.8715456
1271,-0.000141,1647454538.871465
1272,-0.000142,1647454543.8717074
1273,-0.00014,1647454548.8714428
1274,-0.00014,1647454553.871483
1275,-0.00014,1647454558.871481
1276,-0.000139,1647454563.8714488
1277,-0.00014,1647454568.8714552
1278,-0.00014,1647454573.871482
1279,-0.000139,1647454578.8714638
1280,-0.00014,1647454583.8714588
1281,-0.000137,1647454588.8714652
1282,-0.000139,1647454593.871551
1283,-0.000137,1647454598.8714948
1284,-0.000138,1647454603.8715198
1285,-0.000138,1647454608.871458
1286,-0.000142,1647454613.871548
1287,-0.000142,1647454618.8714123
1288,-0.000141,1647454623.8715246
1289,-0.000141,1647454628.8715637
1290,-0.000139,1647454633.871485
1291,-0.000139,1647454638.8714614
1292,-0.000142,1647454643.8714614
1293,-0.000143,1647454648.8715024
1294,-0.000142,1647454653.8714926
1295,-0.000145,1647454658.871474
1296,-0.000148,1647454663.8715036
1297,-0.000145,1647454668.8714416
1298,-0.000142,1647454673.871442
1299,-0.000142,1647454678.8715575
1300,-0.000142,1647454683.871504
1301,-0.000141,1647454688.871488
1302,-0.000141,1647454693.8717418
1303,-0.00014,1647454698.8715217
1304,-0.00014,1647454703.8714645
1305,-0.000142,1647454708.8714955
1306,-0.000141,1647454713.8715072
1307,-0.000145,1647454718.8715222
1308,-0.000146,1647454723.8715444
1309,-0.000145,1647454728.8714955
1310,-0.000144,1647454733.8715246
1311,-0.000142,1647454738.8715277
1312,-0.000144,1647454743.871524
1313,-0.000144,1647454748.8715713
1314,-0.000141,1647454753.8715148
1315,-0.000144,1647454758.8714542
1316,-0.000143,1647454763.8714273
1317,-0.000143,1647454768.871552
1318,-0.000141,1647454773.8714569
1319,-0.000141,1647454778.8714678
1320,-0.000141,1647454783.871452
1321,-0.000139,1647454788.8714724
1322,-0.000142,1647454793.8714898
1323,-0.000144,1647454798.8714726
1324,-0.000145,1647454803.8714602
1325,-0.000144,1647454808.8714976
1326,-0.000141,1647454813.8714898
1327,-0.000139,1647454818.8714983
1328,-0.000142,1647454823.8715403
1329,-0.00014,1647454828.8715246
1330,-0.000141,1647454833.871508
1331,-0.000139,1647454838.8714828
1332,-0.000141,1647454843.8809645
1333,-0.000143,1647454848.8714654
1334,-0.000141,1647454853.8714824
1335,-0.000142,1647454858.8715107
1336,-0.000141,1647454863.8714619
1337,-0.00014,1647454868.8714833
1338,-0.000136,1647454873.871486
1339,-0.000137,1647454878.8715403
1340,-0.000136,1647454883.8715055
1341,-0.000138,1647454888.8714979
1342,-0.000139,1647454893.8715334
1343,-0.00014,1647454898.8715098
1344,-0.000139,1647454903.8715162
1345,-0.000139,1647454908.871433
1346,-0.000139,1647454913.8714619
1347,-0.000139,1647454918.8714259
1348,-0.000141,1647454923.8714643
1349,-0.000139,1647454928.8715448
1350,-0.000139,1647454933.8714857
1351,-0.000138,1647454938.87147
1352,-0.000142,1647454943.8713906
1353,-0.00014,1647454948.87149
1354,-0.000141,1647454953.8715162
1355,-0.00014,1647454958.8715281
1356,-0.000141,1647454963.87144
1357,-0.000139,1647454968.8715003
1358,-0.000138,1647454973.871519
1359,-0.000141,1647454978.8715253
1360,-0.00014,1647454983.8715372
1361,-0.00014,1647454988.871476
1362,-0.000142,1647454993.8714733
1363,-0.000139,1647454998.871482
1364,-0.000139,1647455003.871518
1365,-0.000138,1647455008.8715277
1366,-0.000139,1647455013.8714712
1367,-0.000138,1647455018.8715582
1368,-0.000138,1647455023.8703172
1369,-0.00014,1647455028.8714561
1370,-0.00014,1647455033.8715007
1371,-0.000141,1647455038.8715012
1372,-0.000144,1647455043.8714476
1373,-0.000145,1647455048.8715088
1374,-0.000142,1647455053.871517
1375,-0.000144,1647455058.871511
1376,-0.000142,1647455063.8714578
1377,-0.00014,1647455068.8715026
1378,-0.000138,1647455073.8714268
1379,-0.000141,1647455078.8715165
1380,-0.000143,1647455083.8714454
1381,-0.00014,1647455088.8714206
1382,-0.000142,1647455093.8714304
1383,-0.000143,1647455098.871708
1384,-0.000143,1647455103.871462
1385,-0.000142,1647455108.8713725
1386,-0.00014,1647455113.871503
1387,-0.000146,1647455118.8715365
1388,-0.000142,1647455123.8714468
1389,-0.000142,1647455128.871466
1390,-0.000144,1647455133.8715193
1391,-0.000143,1647455138.8715203
1392,-0.000141,1647455143.8714273
1393,-0.000139,1647455148.8714914
1394,-0.000136,1647455153.8714821
1395,-0.000137,1647455158.8715148
1396,-0.00014,1647455163.8715193
1397,-0.00014,1647455168.8716042
1398,-0.000137,1647455173.8715143
1399,-0.000137,1647455178.871509
1400,-0.000137,1647455183.8715117
1401,-0.000136,1647455188.871479
1402,-0.000138,1647455193.8714576
1403,-0.000137,1647455198.8715527
1404,-0.000139,1647455203.8714776
1405,-0.000137,1647455208.8927853
1406,-0.00014,1647455213.871506
1407,-0.000141,1647455218.8714423
1408,-0.000138,1647455223.8715415
1409,-0.000139,1647455228.8715098
1410,-0.00014,1647455233.8693702
1411,-0.000137,1647455238.871528
1412,-0.000139,1647455243.8693857
1413,-0.000137,1647455248.871533
1414,-0.000139,1647455253.871502
1415,-0.000142,1647455258.8715322
1416,-0.00014,1647455263.8715024
1417,-0.00014,1647455268.8715048
1418,-0.000144,1647455273.871548
1419,-0.000142,1647455278.871543
1420,-0.000138,1647455283.8715098
1421,-0.000142,1647455288.8715384
1422,-0.000141,1647455293.8715205
1423,-0.000142,1647455298.8714948
1424,-0.000143,1647455303.8714721
1425,-0.000141,1647455308.871534
1426,-0.000141,1647455313.8715298
1427,-0.000143,1647455318.8715303
1428,-0.000146,1647455323.8693473
1429,-0.000145,1647455328.8714569
1430,-0.000145,1647455333.8715196
1431,-0.000144,1647455338.871516
1432,-0.000141,1647455343.8715684
1433,-0.000139,1647455348.87147
1434,-0.000141,1647455353.8715267
1435,-0.000138,1647455358.871534
1436,-0.000135,1647455363.8714976
1437,-0.000135,1647455368.8714938
1438,-0.000137,1647455373.871579
1439,-0.000138,1647455378.8715255
1440,-0.000136,1647455383.8714993
1441,-0.000137,1647455388.871552
1442,-0.000139,1647455393.871574
1443,-0.000142,1647455398.8715353
1444,-0.000143,1647455403.8715408
1445,-0.000142,1647455408.871504
1446,-0.000143,1647455413.8714635
1447,-0.000142,1647455418.8715374
1448,-0.000141,1647455423.8714993
1449,-0.000136,1647455428.8715124
1450,-0.000136,1647455433.8715546
1451,-0.000135,1647455438.8714664
1452,-0.000135,1647455443.8714874
1453,-0.000136,1647455448.871504
1454,-0.00014,1647455453.8715138
1455,-0.000142,1647455458.871521
1456,-0.000144,1647455463.8715048
1457,-0.000144,1647455468.8715055
1458,-0.000145,1647455473.8715107
1459,-0.000143,1647455478.871485
1460,-0.00014,1647455483.8693671
1461,-0.000137,1647455488.8715005
1462,-0.000136,1647455493.8714907
1463,-0.000137,1647455498.8694503
1464,-0.000137,1647455503.8715498
1465,-0.000139,1647455508.8715
1466,-0.000141,1647455513.8715048
1467,-0.000139,1647455518.8715196
1468,-0.000136,1647455523.8714979
1469,-0.000136,1647455528.871494
1470,-0.000136,1647455533.871514
1471,-0.000136,1647455538.8715177
1472,-0.000136,1647455543.8714893
1473,-0.00014,1647455548.8715107
1474,-0.00014,1647455553.8715565
1475,-0.00014,1647455558.8715436
1476,-0.000141,1647455563.8715448
1477,-0.000141,1647455568.8715158
1478,-0.000141,1647455573.871521
1479,-0.000141,1647455578.8714848
1480,-0.000139,1647455583.8714657
1481,-0.000137,1647455588.8715923
1482,-0.000138,1647455593.871518
1483,-0.000142,1647455598.8715165
1484,-0.000144,1647455603.8715546
1485,-0.000147,1647455608.871451
1486,-0.000145,1647455613.8715148
1487,-0.000141,1647455618.8715024
1488,-0.00014,1647455623.8715184
1489,-0.000141,1647455628.8714547
1490,-0.000138,1647455633.8715668
1491,-0.000136,1647455638.871531
1492,-0.000135,1647455643.86936
1493,-0.000137,1647455648.8715138
1494,-0.000139,1647455653.871516
1495,-0.000137,1647455658.8715558
1496,-0.00014,1647455663.8715062
1497,-0.000139,1647455668.8715062
1498,-0.000139,1647455673.8715706
1499,-0.000134,1647455678.8715172
1500,-0.000141,1647455683.8714929
1501,-0.000143,1647455688.8715105
1502,-0.000139,1647455693.8714783
1503,-0.00014,1647455698.8715494
1504,-0.00014,1647455703.8715231
1505,-0.00014,1647455708.8715477
1506,-0.00014,1647455713.8715158
1507,-0.000139,1647455718.8715284
1508,-0.000137,1647455723.8715026
1509,-0.000137,1647455728.8715186
1510,-0.000134,1647455733.871548
1511,-0.000138,1647455738.8715801
1512,-0.000138,1647455743.8715177
1513,-0.00014,1647455748.8715117
1514,-0.000139,1647455753.8693519
1515,-0.000136,1647455758.8715146
1516,-0.000136,1647455763.869369
1517,-0.000138,1647455768.8715038
1518,-0.00014,1647455773.871491
1519,-0.00014,1647455778.8715265
1520,-0.000143,1647455783.871521
1521,-0.000142,1647455788.8715382
1522,-0.000144,1647455793.8715248
1523,-0.000141,1647455798.8715196
1524,-0.00014,1647455803.8693533
1525,-0.000142,1647455808.8715136
1526,-0.000139,1647455813.8715663
1527,-0.000135,1647455818.871538
1528,-0.000138,1647455823.871497
1529,-0.000139,1647455828.871526
1530,-0.000142,1647455833.87154
1531,-0.000142,1647455838.8715081
1532,-0.000142,1647455843.8714964
1533,-0.000145,1647455848.8715355
1534,-0.000139,1647455853.871466
1535,-0.000143,1647455858.8714993
1536,-0.000145,1647455863.871523
1537,-0.000149,1647455868.8715024
1538,-0.000144,1647455873.8715465
1539,-0.000144,1647455878.871532
1540,-0.000143,1647455883.87154
1541,-0.000139,1647455888.8715491
1542,-0.000137,1647455893.871464
1543,-0.000137,1647455898.8715212
1544,-0.000137,1647455903.8715332
1545,-0.000139,1647455908.8715181
1546,-0.000139,1647455913.8715491
1547,-0.000142,1647455918.8714504
1548,-0.000145,1647455923.8715227
1549,-0.000145,1647455928.8714874
1550,-0.000141,1647455933.8715055
1551,-0.00014,1647455938.871508
1552,-0.00014,1647455943.871485
1553,-0.00014,1647455948.8714812
1554,-0.000138,1647455953.8715231
1555,-0.000139,1647455958.87153
1556,-0.00014,1647455963.8693256
1557,-0.00014,1647455968.8715227
1558,-0.000137,1647455973.8715146
1559,-0.00014,1647455978.8715017
1560,-0.000138,1647455983.8715167
1561,-0.000139,1647455988.8714533
1562,-0.000141,1647455993.8714862
1563,-0.000138,1647455998.8715317
1564,-0.000138,1647456003.871506
1565,-0.000143,1647456008.8715029
1566,-0.00014,1647456013.8715463
1567,-0.000142,1647456018.8693364
1568,-0.00014,1647456023.8715103
1569,-0.000139,1647456028.8715062
1570,-0.000138,1647456033.8714793
1571,-0.000135,1647456038.8715475
1572,-0.000138,1647456043.8715281
1573,-0.000137,1647456048.8715374
1574,-0.000138,1647456053.8715072
1575,-0.000139,1647456058.8715267
1576,-0.00014,1647456063.8714986
1577,-0.000141,1647456068.8714921
1578,-0.000141,1647456073.8715029
1579,-0.00014,1647456078.8714504
1580,-0.00014,1647456083.8714955
